product,protein,fat,carbs,calories,price,weight_per_100g,full_package_weight,is_promo,category
"ყველი ""პრეზიდენტი"" მოცარელა",25,27,1,350,29.75,100,,0,ყველი
"ყველი ""პრეზიდენტი"" გაუდა დაჭრილი",25,27,1,350,11.45,100,,0,ყველი
"ყველი ""პრეზიდენტი"" ედამი დაჭრილი",25,27,1,350,11.45,100,,0,ყველი
"ყველი ""პრეზიდენტი"" ლაბნე ზეთისხილით",25,27,1,350,6.35,100,,0,ყველი
"ყველი ""პრეზიდენტი"" მაზდამი 150გრ",25,27,1,350,11.45,100,,0,ყველი
"ყველი ""გალბანი"" გრანგუსტო",25,27,1,350,15.95,100,,0,ყველი
"ყველი ""ხიზა"" ქარხნული 500გრ",25,27,1,350,11.5,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" ქარხნული",25,27,1,350,13.7,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" სულგუნი შებოლილი დაწნული",20,22,0.5,285,1.2,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" სულგუნი შებოლილი დაწნული 60გრ",20,22,0.5,285,2.9,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" შებოლილი ჩხირები",25,27,1,350,2.25,100,,0,ყველი
"ყველი ""ხიზა"" სულგუნი",20,22,0.5,285,11.5,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" სულგუნი შებოლილი",20,22,0.5,285,13.8,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" სულგუნი",20,22,0.5,285,13.35,100,,0,ყველი
"ყველი ""წიფორა სამცხე"" იმერული 600გრ",18,17,1,240,12.35,100,,0,ყველი
"ყველი ""ხიზა"" იმერული",18,17,1,240,10.45,100,,0,ყველი
"მდნარი ყველი ""პრეზიდენტი"" ლორით /ვანა/",25,27,1,350,8.95,100,,0,ყველი
"ყველი ""ლერდამერი"" დაჭრილი",25,27,1,350,10.35,100,,0,ყველი
"მარგარინი ""ბიზიმი""",0.5,60,1,540,2.1,,250.0,0,კარაქი & სპრედი
"მარგარინი ""უსტამი""",0.5,60,1,540,1.9,,250.0,0,კარაქი & სპრედი
"კარაქი ""პრეზიდენტი"" ნაღების 82%",2.5,20,3.5,200,11.65,,200.0,0,კარაქი & სპრედი
"კარაქი ""ფერმა"" ნაღების 82.5%",2.5,20,3.5,200,10.95,,200.0,0,კარაქი & სპრედი
"კარაქი ""პრეზიდენტი"" ნაღების 82%",2.5,20,3.5,200,23.95,,400.0,0,კარაქი & სპრედი
"სპრედი ""ოდა"" 82%",0.9,81,0.1,717,2.6,,200.0,0,კარაქი & სპრედი
"სპრედი ""ოდა"" 82%",0.9,81,0.1,717,9.95,,850.0,0,კარაქი & სპრედი
"ერბო ""ტექსუნი""",0.9,81,0.1,717,11.95,,910.0,0,კარაქი & სპრედი
"მარგარინი ""ვიტამი""",0.5,60,1,540,2.35,,250.0,0,კარაქი & სპრედი
"მარგარინი ""დაჩა""",0.5,60,1,540,5.4,,400.0,0,კარაქი & სპრედი
"მარგარინი ""ონა""",0.5,60,1,540,2.25,,250.0,0,კარაქი & სპრედი
"რძე ""დომიკ ვ დერევნე"" ულტრაპასტერიზებული 2,5%",3.2,3.2,4.8,60,5.65,100,,0,რძე & ნაღები
"რძე საბავშვო ""სოფლის ნობათი"" ულტრაპასტერიზებული 2,5%",3.2,3.2,4.8,60,5.85,100,,0,რძე & ნაღები
"რძე ""დომიკ ვ დერევნე"" ულტრაპასტერიზებული 3,2%",3.2,3.2,4.8,60,5.8,100,,0,რძე & ნაღები
"რძე ""დომიკ ვ დერევნე"" 6%",3.2,3.2,4.8,60,5.95,100,,0,რძე & ნაღები
"რძე ""დომიკ ვ დერევნე"" ულტრაპასტერიზებული 1,5%",3.2,3.2,4.8,60,5.75,100,,0,რძე & ნაღები
"ნაღები რძის ""პრეზიდენტი"" 35,1%",2.5,20,3.5,200,17.25,100,,0,რძე & ნაღები
"რძე ""სვანური"" 3,2%",3.2,3.2,4.8,60,4.2,100,,0,რძე & ნაღები
"რძის კოქტეილი ""ჩუდო"" შოკოლადის 3%",5,31,60,546,3.0,100,,0,რძე & ნაღები
"რძე ""სოფლის ნობათი"" პასტერიზებული 2,5%",3.2,3.2,4.8,60,5.3,100,,0,რძე & ნაღები
"რძე ""სოფლის ნობათი"" პასტერიზებული 3,2%",3.2,3.2,4.8,60,5.3,100,,0,რძე & ნაღები
"რძე ""პარმალატი"" ულაქტოზო 1.8%",3.2,3.2,4.8,60,9.95,100,,0,რძე & ნაღები
"რძე 2,2%",3.2,3.2,4.8,60,2.95,100,,0,რძე & ნაღები
"ნაღები რძის ""დომიკ ვ დერევნე"" 20%",2.5,20,3.5,200,8.9,100,,0,რძე & ნაღები
"რძის კოქტეილი ""ჩუდო"" შოკოლადის 2%",5,31,60,546,7.95,100,,0,რძე & ნაღები
"რძე ""სანტალი"" ულტრაპასტერიზებული ნუშის სამარხვო",3.2,3.2,4.8,60,13.85,100,,0,რძე & ნაღები
"არაჟანი ""სოფლის ნობათი"" 15%",2.8,20,3.6,206,4.15,100,,0,არაჟანი
"არაჟანი ""პრეზიდენტი"" 20%",2.8,20,3.6,206,6.55,100,,0,არაჟანი
"არაჟანი რჩეული ""სოფლის ნობათი"" 20%",2.8,20,3.6,206,4.8,100,,0,არაჟანი
"არაჟანი ""სოფლის ნობათი"" 15%",2.8,20,3.6,206,3.75,100,,0,არაჟანი
"არაჟანი ""სოფლის ნობათი"" 12%",2.8,20,3.6,206,8.2,100,,0,არაჟანი
"სვანური ""ნატურალ პლიუსი"" 15%",2.8,20,3.6,206,6.1,100,,0,არაჟანი
"სვანური ""ნატურალ პლიუსი"" 25%",2.8,20,3.6,206,7.3,100,,0,არაჟანი
"""მარგო"" 15%",2.8,20,3.6,206,7.95,100,,0,არაჟანი
მაწონი 2.5% 350გრ,5,3.5,4.5,68,1.45,100,,0,მაწონი
"მაწონი ""სოფლის ნობათი"" 3,2%",5,3.5,4.5,68,2.5,100,,0,მაწონი
"მაწონი რჩეული ""სოფლის ნობათი"" 3.5%",5,3.5,4.5,68,2.8,100,,0,მაწონი
"მაწონი საბავშვო ""სოფლის ნობათი"" 3,2%",5,3.5,4.5,68,2.45,100,,0,მაწონი
"მაწონი ""სოფლის ნობათი"" მსუბუქი 1%",5,3.5,4.5,68,2.6,100,,0,მაწონი
"შესქელებული რძის შემცველი პროდუქტი ""ბარაქა"" მოუხარშავი 8,5%",7.5,8.5,54,320,3.9,,370.0,0,შესქელებული რძე
"შესქელებული რძე გოსტი ""კოროვკა"" მოხარშული",3.2,3.2,4.8,60,6.2,,360.0,0,შესქელებული რძე
"შესქელებული რძის შემცველი პროდუქტი ""ბარაქა"" მოხარშული 8,5%",7.5,8.5,54,320,4.3,,370.0,0,შესქელებული რძე
"შესქელებული რძე გოსტი ""კოროვკა""",3.2,3.2,4.8,60,6.2,,360.0,0,შესქელებული რძე
"შესქელებული რძე გოსტი ""კოროვკა"" დოიპაკი",3.2,3.2,4.8,60,4.5,,270.0,0,შესქელებული რძე
"იოგურტი ""ჩუდო"" ატამი/მარაკუია 2,5%",5.5,2,7,65,1.85,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ფრუგურტი"" ალუბალი 1%",5.5,2,7,65,2.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ფრუგურტი"" მარწყვი 1%",5.5,2,7,65,2.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი ""ჩუდო"" მარწყვი",5.5,2,7,65,2.1,100,,0,იოგურტი & პუდიგრი
"იოგურტის პროდუქტი ""ნეჟნი"" ატმის წვენით 1,2%",5.5,2,7,65,2.1,100,,0,იოგურტი & პუდიგრი
"იოგურტის პროდუქტი ""ნეჟნი"" ბანანი-მარწყვის 1,2%",5.5,2,7,65,1.09,100,,0,იოგურტი & პუდიგრი
"იოგურტის პროდუქტი ""ნეჟნი"" ალუბლის წვენით 1,2%",5.5,2,7,65,1.09,100,,0,იოგურტი & პუდიგრი
"იოგურტის პროდუქტი ""ნეჟნი"" მარწყვის 1,2%",5.5,2,7,65,1.09,100,,0,იოგურტი & პუდიგრი
"იოგურტი ""ჩუდო"" ველური მარწყვის 2,5%",5.5,2,7,65,1.09,100,,0,იოგურტი & პუდიგრი
"იოგურტი ""ფრუგურტი"" მარწყვი 2,5%",5.5,2,7,65,1.85,100,,0,იოგურტი & პუდიგრი
"იოგურტი ""ჩუდო"" ატამი/მანგო 2,5%",5.5,2,7,65,1.55,100,,0,იოგურტი & პუდიგრი
"იოგურტი ""ფრუგურტი"" ატამი 2,5%",5.5,2,7,65,1.85,100,,0,იოგურტი & პუდიგრი
"იოგურტის პროდუქტი დასალევი ""ნეჟნი"" მარწყვი 0.1%",5.5,2,7,65,1.55,100,,0,იოგურტი & პუდიგრი
"იოგურტის პროდუქტი დასალევი ""ნეჟნი"" ატამი 0.1%",5.5,2,7,65,2.19,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ჩუდო"" ველური მარწყვის 2,1%",5.5,2,7,65,2.19,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ჩუდო"" ალუბალი/ბალი 2,1%",5.5,2,7,65,2.95,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""პარმალატი"" ქლიავის ჩირი პრობიოტიკებით",5.5,2,7,65,2.95,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ჩუდო"" მარწყვი/ველური მარწყვი 2,1%",5.5,2,7,65,5.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ჩუდო"" ატამი/გარგარი 2,1%",5.5,2,7,65,5.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""ჩუდო"" ატამი/გარგარი 2,1% 50გრ",5.5,2,7,65,5.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი ""ჩუდო"" ალუბალი/ბალი 2,5%",5.5,2,7,65,4.2,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი ""პარმალატი"" მოცვი ჩია პრობიოტიკებით",5.5,2,7,65,4.1,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი რჩეული ""სოფლის ნობათი"" მარწყვი/პიტნა 2,1%",5.5,2,7,65,3.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი რჩეული ""სოფლის ნობათი"" ატამი/მარცვლეული 2,1%",5.5,2,7,65,3.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი დასალევი რჩეული ""სოფლის ნობათი"" შავი ქლიავი/მარცვლეული 2,1%",5.5,2,7,65,3.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი საბავშვო ""სოფლის ნობათი"" ატამი-გარგარი",5.5,2,7,65,3.5,100,,0,იოგურტი & პუდიგრი
"იოგურტი საბავშვო ""სოფლის ნობათი"" მარწყვი/ბანანი",5.5,2,7,65,2.7,100,,0,იოგურტი & პუდიგრი
"პუდინგი ""ჩუდო"" 3,1% შოკოლადის",5,31,60,546,1.95,100,,0,იოგურტი & პუდიგრი
"ბისკვიტი ""ნესკვიკი"" რძიანი 26გრ",8,20,35,350,2.25,,26.0,0,რძის სიკვიტი
"კეფირი ""პარმალატი"" პრობიოტიკებით 1%",3.4,2.5,4,51,5.95,100,,0,კეფირი & აირანი
"აირანი ""იჩიმი""",2.8,1.5,5,45,2.45,100,,0,კეფირი & აირანი
"კეფირი ""სოფლის ნობათი"" ბიფიდო 1,5%",3.4,2.5,4,51,5.4,100,,0,კეფირი & აირანი
"კეფირი ""სოფლის ნობათი"" ბიფიდო 1,5%",3.4,2.5,4,51,3.45,100,,0,კეფირი & აირანი
"ხორცი ნედლი ""წერტი"" ღორის რბილი",27,14,0,242,10.95,100,,0,ნედლი ხორცი
"ხორცი ნედლი ""წერტი"" ღორის ძვლიანი",27,14,0,242,9.95,100,,0,ნედლი ხორცი
"ხორცი ნედლი ""წერტი"" შერეული ფარში",26,15,0,250,14.2,100,,0,ნედლი ხორცი
"ხორცი ნედლი ""წერტი"" საქონლის რბილი",26,15,0,250,1895.0,100,,0,ნედლი ხორცი
"ხორცი ნედლი ""წერტი"" საქონლის ფარში",26,15,0,250,13.55,100,,0,ნედლი ხორცი
"ფრთა გაყინული ""ბიბილო"" ქათმის",27,10,0,203,11.95,100,,0,ქათამი
"ნაგეთსი ""ბიბილო"" ქათმის",15,15,12,250,10.95,100,,0,ქათამი
"ქათამი გაყინული ""ბიბილო""",31,3.6,0,165,10.95,100,,0,ქათამი
"ჩხირები ""ბიბილო"" ქათმის",31,3.6,0,165,10.95,100,,0,ქათამი
"ფილე ქათმის შებოლილი ""ბიუ ბიუ""",31,3.6,0,165,4.95,100,,0,ქათამი
"ფილე გაყინული ""ბიბილო"" ქათმის",31,3.6,0,165,10.95,100,,0,ქათამი
"ფილე პანირებული ""ქუალიკო"" ქათმის სტრიფსი",31,3.6,0,165,11.95,100,,0,ქათამი
"ფრთა პანირებული ""ქუალიკო"" ქათმის",27,10,0,203,9.5,100,,0,ქათამი
"ბარკალი გაყინული ""ბიბილო"" ქათმის",26,12,0,215,7.1,100,,0,ქათამი
"ქათამი გაყინული "" ქუალიკო უკრაინული""",31,3.6,0,165,8.95,100,,0,ქათამი
"ღვიძლი გაყინული ""სიერა"" ქათმის",31,3.6,0,165,4.95,100,,0,ქათამი
"კუჭი გაყინული ""ქუალიკო"" ქათმის",31,3.6,0,165,7.8,100,,0,ქათამი
"ქათამი გაყინული ""ბიუ ბიუ""",31,3.6,0,165,11.5,100,,0,ქათამი
"ნაგეთსი ""ქუალიკო"" ქათმის",15,15,12,250,10.95,100,,0,ქათამი
"ფილე გაყინული ""გრაკო"" ქათმის",31,3.6,0,165,12.95,100,,0,ქათამი
"ნაგეთსი ""ბიუ ბიუ"" ქათმის",15,15,12,250,11.95,100,,0,ქათამი
"ნაგეთსი ""გრაკო"" ქათმის",15,15,12,250,10.95,100,,0,ქათამი
"შნიცელი ""გრაკო"" ქათმის",31,3.6,0,165,11.35,100,,0,ქათამი
"ხორცი გაყინული ""გრაკო"" ღორის",27,14,0,242,11.95,100,,0,ღორი
"ხორცი გაყინული ""ლარდონი"" ღორის სტეიკი",27,14,0,242,12.95,100,,0,ღორი
"ხორცი გაყინული ""გრაკო"" საქონლის 700გრ",26,15,0,250,16.95,100,,0,საქონელი
"ქაბაბი ""დიდგორი"" გაყინული 600გრ",14,14,5,200,8.95,,600.0,0,ფარშრებული
"ტოლმა ""დიდგორი"" გაყინული 600გრ",14,14,5,200,7.65,,600.0,0,ფარშრებული
"გუფთა ""დიდგორი"" გაყინული 600გრ",14,14,5,200,7.65,,600.0,0,ფარშრებული
"ფარში გაყინული ""დიდგორი"" შერეული 900გრ",14,14,5,200,9.45,,900.0,0,ფარშრებული
"კატლეტი ""ბიბილო"" ქათმის 1000გრ",14,14,5,200,10.95,,500,0,ფარშრებული
"პელმენი ""დიდგორი"" ციმბირული",12,15,8,220,9.15,,800.0,0,ნახევარფაბრიკატები
"ხინკალი ""დიდგორი"" ხორცით პრემიუმი",12,15,8,220,7.9,,1.0,0,ნახევარფაბრიკატები
"ხინკალი ""ხინდა"" ქალაქური",12,15,8,220,8.45,,500,0,ნახევარფაბრიკატები
"ხინკალი ""რერა"" ხორცით ქალაქური",12,15,8,220,11.45,,1.0,0,ნახევარფაბრიკატები
"ხინკალი ""დიდგორი"" ხორცით საფირმო",12,15,8,220,11.95,,400.0,0,ნახევარფაბრიკატები
"პელმენი ""მარშე"" კლასიკური",12,15,8,220,6.85,,800.0,0,ნახევარფაბრიკატები
"პელმენი ""ხინდა"" ციმბირული",12,15,8,220,7.5,,800.0,0,ნახევარფაბრიკატები
"პელმენი ""რერა"" ციმბირული",12,15,8,220,10.95,,800.0,0,ნახევარფაბრიკატები
"პელმენი ""მარშე"" საქონლის ხორცით",12,15,8,220,7.35,,400.0,0,ნახევარფაბრიკატები
"პელმენი ""დიდგორი"" ციმბირული ექსტრა",12,15,8,220,13.45,,800.0,0,ნახევარფაბრიკატები
"ბლინი ""დიდგორი"" ხორცით",12,15,8,220,5.45,,1.0,0,ნახევარფაბრიკატები
"ბლინი ""რერა"" სულგუნით და იმერული ყველით",10.6,5.78,30.3,265.0,9.95,,400.0,0,ნახევარფაბრიკატები
"ვარენიკი ""დიდგორი"" კარტოფილით",2.0,0.1,35.0,77,6.95,,800.0,0,ნახევარფაბრიკატები
"ვარენიკი ""დიდგორი"" ყველით",8.5,27,26.0,350,11.95,,800.0,0,ნახევარფაბრიკატები
"ვარენიკი ""რერა"" სულგუნით",14.72,6.64,23.18,291.0,9.95,,400.0,0,ნახევარფაბრიკატები
"კატლეტი ""დიდგორი"" ხორცის",13.5,4.05,14.0,241.5,7.95,,600.0,0,ნახევარფაბრიკატები
"ფენოვანი ცომი გაყინული ""რერა""",24.5,5.1,32.09,366.0,5.95,,800.0,0,ნახევარფაბრიკატები
"ფენოვანი ცომი გაყინული ""მარშე""",18.5,9.2,34.0,220,8.45,,500,0,ნახევარფაბრიკატები
"თევზი გაყინული ""პრემ ფიში"" ტელაპიის ფილე",31,3.6,0,165,14.5,100,,0,გაყინული თევზი
"თევზი გაყინული ""პრემ ფიში"" ორაგულის სტეიკი",20,4,0,120,16.8,100,,0,გაყინული თევზი
"თევზი გაყინული ""პრემ ფიში"" ხეკის სტეიკი",20,4,0,120,12.65,100,,0,გაყინული თევზი
"თევზი გაყინული ""პრემ ფიში"" სიომგის სტეიკი",20,4,0,120,37.95,100,,0,გაყინული თევზი
"თევზი გაყინული ""პრემიო"" სკუმბრია",20,4,0,120,18.45,100,,0,გაყინული თევზი
"თევზი გაყინული ""პრემ ფიში"" სამეფო - Gemfish სტეიკი",20,4,0,120,12.8,100,,0,გაყინული თევზი
თევზი გაყინული „პრემ ფიში“ ხეკი,20,4,0,120,13.45,100,,0,გაყინული თევზი
თევზი გაყინული „პრემ ფიში“ პანგასიუსის სტეიკი,20,4,0,120,12.95,100,,0,გაყინული თევზი
თევზი გაყინული „პრემ ფიში“ მოივა,20,4,0,120,9.75,100,,0,გაყინული თევზი
"თევზი ცივად შებოლილი ""უმალი"" სკუმბრია 350გრ",26,9,0,180,16.55,,350.0,0,შებოლილი თევზი
"თევზი ცივად შებოლილი ""უმალი"" ქაშაყი 300გრ",26,9,0,180,10.95,,300.0,0,შებოლილი თევზი
"თევზი ცივად შებოლილი ""უმალი"" ზეთოვანი ფილე 100გრ",31,3.6,0,165,9.95,,100.0,0,შებოლილი თევზი
"თევზი შებოლილი ""უმალი"" ორაგულის ჩხირი 40გრ",26,9,0,180,3.5,,40.0,0,შებოლილი თევზი
"თევზი ""უმალი"" ქაშაყის ფილეს სალათი ხახვით და მწვანილით 310გრ",31,3.6,0,165,9.3,,310.0,0,მარინადი
"თევზი ""უმალი"" ქაშაყის ფილე ზეთში 330გრ",31,3.6,0,165,9.45,,330.0,0,მარინადი
"თევზი ""უმალი"" ქაშაყის ფილე ზეთში ლიმონით და კამით 200გრ",31,3.6,0,165,8.75,,200.0,0,მარინადი
"თევზი ""სანტა ბრემორი"" ქაშაყის ფილე ტრადიციული 240 გრ",31,3.6,0,165,6.2,,240.0,0,მარინადი
"თევზი ""სანტა ბრემორი"" ქაშაყის ფილე 240 გრ",31,3.6,0,165,6.2,,240.0,0,მარინადი
"თევზი ""სანტა ბრემორი"" ქაშაყის ფილე ორიგინალური 250გრ",31,3.6,0,165,7.2,,250.0,0,მარინადი
"თევზი ""უმალი"" ქაშაყის ფილე ნორვეგიულად 200გრ",31,3.6,0,165,8.75,,200.0,0,მარინადი
"ხიზილალა იმიტირებული ""სტოლნაია"" ორაგულის 230გრ",18,2,1,100,7.5,100,,0,ზღვის პროდუქტები
"კიბორჩხალის ჩხირი ""სანტა ბრემორი"" 200გრ",18,2,1,100,5.95,100,,0,ზღვის პროდუქტები
"ხიზილალა ""რუსკოე მორე"" ორაგულით 165გრ",18,2,1,100,7.95,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""მაკ კოფე"" ორიგინალი (3/1)",15.0,8.0,65.0,400.0,0.45,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" მონარქი",0.1,0.1,10.3,101.0,0.55,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""კარტ ნუარი""",0.1,0.1,10.0,100.0,0.6,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" დინამიქსი",0.3,0.1,12.0,110.0,0.6,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""მაკ კოფე"" სტრონგი (3/1)",16.0,9.0,68.0,410.0,0.45,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" კაპუჩინო სტიკი",18.0,10.0,70.0,420.0,0.6,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" ლატე (3/1)",14.0,7.0,65.0,390.0,0.6,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" კარამელი ლატე",20.0,12.0,72.0,430.0,0.6,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" ინტენს (3/1)",0.2,0.1,11.5,105.0,0.6,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" მონარქ პლიუსი (3/1)",0.2,0.1,11.5,105.0,0.75,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" დუბაის შოკოლადი (3/1)",18.0,10.0,70.0,420.0,1.3,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" მილკა კაპუჩინო (3/1)",12.0,7.0,72.0,415.0,1.3,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" კაპუჩინო (3/1)",18.0,10.0,70.0,420.0,1.3,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" მოკა (3/1)",20.0,11.0,74.0,440.0,1.3,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" კარამელი ლატე (3+1)",19.0,10.5,73.0,430.0,1.85,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" ინტენსი (3+1)",0.2,0.1,11.5,105.0,1.85,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""მაკ კოფე"" ორიგინალი 10ც",0.1,0.1,9.5,98.0,4.25,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""კარტ ნუარი"" თეთრი",0.3,0.1,12.5,110.0,0.65,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობს მონარქ"" ყინულოვანი კარამელი ლატე (3/1)",22.0,13.0,76.0,450.0,1.3,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""მაკ კოფე"" DI TORINO შავი შოკოლადით",23.0,14.0,78.0,460.0,0.9,100,,0,ზღვის პროდუქტები
"ციკორი ხსნადი ""რუსკი პროდქტი"" ნატურალური",18,2,0.5,2.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""აზერჩაი""",18,2,0.4,2.0,4.1,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""მარიამი"" სუპერი",18,2,0.2,1.0,4.35,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გრინფილდი"" კენიანი",18,2,0.2,1.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გრინფილდი"" ოქროს ცეილონი",18,2,0.3,1.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გიტა"" ინდოეთი",18,2,0.2,1.0,1.7,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""პრინცესა ნური""",18,2,0.4,2.0,2.6,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გრინფილდ"" კლასიკ ბრექვასთ",18,2,0.3,1.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გრინფილდი"" ელგრეი ფანტაზია",18,2,0.4,2.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""მარიამი"" ბროკენ",18,2,0.2,1.0,4.2,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გრინფილდი"" როიალ ელგრეი",18,2,0.4,2.0,7.25,100,,0,ზღვის პროდუქტები
"ჩაი მწვანე ""გრინფილდ"" ჟასმინის არომატით",18,2,0.2,1.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი მწვანე ""გრინფილდ"" მფრინავი დრაკონი",18,2,0.2,1.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი ხილის ""გრინფილდ"" სამერ ბუკეტი",18,2,0.5,2.0,4.9,100,,0,ზღვის პროდუქტები
"ჩაი ხილის ""ტეს""",18,2,0.4,2.0,5.25,100,,0,ზღვის პროდუქტები
"ჩაი გასახდომი ""ჰეილისი"" ჟოლო და კენკრა",18,2,0.3,1.0,9.8,100,,0,ზღვის პროდუქტები
"ჩაი ხილის ""პრინცესა ნური"" შავი კენკრით",0.1,0.0,0.7,3.0,2.85,100,,0,ზღვის პროდუქტები
"ჩაი ხილის ""პრინცესა ნური"" მალინა",0.1,0.0,0.7,3.0,2.85,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""მარიამი"" ბროკენ",18,2,0.2,1.0,4.75,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""აზერჩაი"" ბერგამოტის არომატით",18,2,0.4,2.0,4.85,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""მარიამი"" სუპერი",18,2,0.2,1.0,6.55,100,,0,ზღვის პროდუქტები
"ჩაი შავი ""გრინფილდ"" ოქროს ცეილონი",18,2,0.3,1.0,5.95,100,,0,ზღვის პროდუქტები
"ჩაი მწვანე ""გრინფილდ"" მფრინავი დრაკონი",18,2,0.2,1.0,5.8,100,,0,ზღვის პროდუქტები
"ჩაი მცენარეული ""პრინცესა იავა"" კარკადე",18,2,0.5,2.0,4.9,100,,0,ზღვის პროდუქტები
"ცხელი შოკოლადი ""მაკ შოკოლადი""",20.0,12.0,65.0,400.0,0.6,100,,0,ზღვის პროდუქტები
"კაკაო ""ნესქვიკ""",4.0,2.5,82.0,380.0,10.95,100,,0,ზღვის პროდუქტები
"კაკაო ""მიქს ფიქს""",5.0,3.0,78.0,390.0,5.25,100,,0,ზღვის პროდუქტები
"ყავა ხსნადი ""იაკობსი"" მონარქი + ""PICKWICK"" შავი ჩაი ორიგინალი",0.1,0.1,10.5,102.0,26.4,100,,0,ზღვის პროდუქტები
"პური თეთრი ""იფქლი დიღომი"" უსაფუარო",1.2,0.3,52.0,260.0,1.8,,520.0,0,პურ-ფუნთუშეული
"პური თეთრი ""იფქლი დიღომი""",1.0,0.2,55.0,265.0,1.3,,530.0,0,პურ-ფუნთუშეული
"პური ""მარა"" ბერძნული ლავაში",2.0,0.5,58.0,270.0,1.4,,480.0,0,პურ-ფუნთუშეული
"პური თეთრი ""იფქლი დიღომი"" დაჭრილი",1.5,0.4,54.0,255.0,1.5,,530.0,0,პურ-ფუნთუშეული
"პური თეთრი ""იფქლი დიღომი"" თბილისური დაჭრილი",1.0,0.3,56.0,250.0,1.8,,500.0,0,პურ-ფუნთუშეული
"პური თეთრი ""იფქლი დიღომი"" აგური ხორბლის ალაო",0.8,0.2,58.0,240.0,1.4,,450.0,0,პურ-ფუნთუშეული
"პური თეთრი ""იფქლი დიღომი"" რძიანი დაჭრილი",2.5,0.7,53.0,270.0,2.5,,450.0,0,პურ-ფუნთუშეული
"პური თეთრი ""თბილისური"" მრგვალი",1.8,0.4,55.0,260.0,1.7,,500.0,0,პურ-ფუნთუშეული
"პური თეთრი ""იფქლი დიღომი"" დიღმის პური",1.2,0.3,54.0,265.0,1.1,,410.0,0,პურ-ფუნთუშეული
