product,protein,fat,carbs,calories,price,weight_per_100g,full_package_weight,is_promo,category
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი თხილით",31.0,18.0,52.0,530.0,11.95,,140.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""მილკა"" თეთრი და რძიანი შოკოლადით (საახალწლო)",33.0,19.0,51.0,540.0,6.95,,100.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი თხილით და ქიშმიშით",32.0,18.0,53.0,535.0,11.95,,140.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""ალპენ გოლდი"" შავი შოკოლადი",28.0,16.0,52.0,480.0,4.2,,85.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი ნუშით",30.0,17.0,54.0,525.0,11.95,,140.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""მილკა"" მთლიანი თხილით და კარამელით",35.0,21.0,49.0,550.0,16.95,,300.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""კორონა"" რძიანი შოკოლადი ტყის თხილით",33.0,19.0,50.0,540.0,4.7,,85.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""კორონა"" შავი შოკოლადი",27.0,15.0,50.0,470.0,4.7,,85.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""მილკა"" მარილიანი ნუშის ნატეხებით და კარამელით",36.0,22.0,48.0,555.0,16.95,,300.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""ოქროს მონეტა"" ბადეში",31.0,18.0,51.0,520.0,4.95,,50.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""როშენი"" შავი შოკოლადი 80%",26.0,14.0,48.0,460.0,6.95,,85.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""როშენი"" შავი შოკოლადი მარილიანი ნუშით 80%",27.0,15.0,47.0,465.0,4.55,,85.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""მილკა"" მარწყვის ჩიზქეიქი",34.0,20.0,50.0,545.0,19.95,,300.0,0,ტკბილეული და ნაყინი
"შოკოლადის ფილა ""ლოისი"" ქოქოსის ნუგა",32.0,18.0,52.0,530.0,1.8,,80.0,0,ტკბილეული და ნაყინი
"შოკოლადის კრემი ""ნუსა"" (ჭრელი)",34.0,20.0,48.0,540.0,9.95,,400.0,0,ტკბილეული და ნაყინი
"შოკოლადის კრემი ""ნუთელა"" თხილი და კაკაო",36.0,22.0,50.0,565.0,14.95,,350.0,0,ტკბილეული და ნაყინი
"შოკოლადის კრემი ჩხირებით ""ნუთელა & გოუ""",35.0,21.0,49.0,550.0,7.2,,52.0,0,ტკბილეული და ნაყინი
"შოკოლადის კრემი ""ნუსა"" (შავი)",33.0,19.0,47.0,530.0,9.95,,400.0,0,ტკბილეული და ნაყინი
"შოკოლადის კრემი ""ნუთელა""",35.0,21.0,51.0,560.0,23.95,,630.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""მილკა"" თხილის შიგთვსით",31.0,18.0,52.0,525.0,12.95,,110.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""მილკა"" რძიანი",32.0,19.0,53.0,535.0,12.95,,110.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""კუპიდო"" ტრიუფელი შავი",28.0,16.0,52.0,480.0,11.95,,150.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""ჰამლეტი"" ასორტი ბორდოსფერი",30.0,17.0,50.0,510.0,17.95,,125.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""კუპიდო"" ზღვის ნიჟარები",29.0,16.0,48.0,490.0,18.95,,250.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""როშენ ასორტიმენტ” კლასიკი",31.0,18.0,51.0,520.0,12.95,,154.0,0,ტკბილეული და ნაყინი
"კანფეტი ვაფლით ""რაფაელო""",33.0,19.0,49.0,530.0,25.95,,200.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""ექსელციუმი"" პრალინეთი",34.0,20.0,48.0,535.0,13.95,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი ვაფლით ""რაფაელო""",33.0,19.0,49.0,530.0,14.95,,150.0,0,ტკბილეული და ნაყინი
"კანფეტი ვაფლით ""ფერერო როშე""",35.0,21.0,50.0,545.0,19.95,,125.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""მილკა"" საახალწლო",31.0,18.0,52.0,525.0,23.5,,432.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""როტ ფრონტი"" ჩიტის რძე",30.0,17.0,51.0,515.0,12.7,,200.0,0,ტკბილეული და ნაყინი
"შოკოლადის ნაკრები ""მილკა"" საახალწლო",25.0,14.0,55.0,450.0,11.5,,265.0,0,ტკბილეული და ნაყინი
"ზეფირი ""დისნეი"" პრინცესა მარწყვი 4/30",22.0,12.0,45.0,390.0,3.4,,40.0,0,ტკბილეული და ნაყინი
"მინი კრუასანი ""7 Days"" ვანილის კრემით და ალუბლის ჯემით",24.0,13.0,48.0,420.0,6.5,,185.0,0,ტკბილეული და ნაყინი
"ჩხირები ""თვიგი"" ქოქოსით და ნაღების შიგთავსით",25.0,12.0,50.0,450.0,4.4,,185.0,0,ტკბილეული და ნაყინი
"მაფინი ""მადამდე"" შოკოლადის",22.0,10.0,55.0,420.0,6.95,,380.0,0,ტკბილეული და ნაყინი
"მაფინი ""მადამდე"" ვანილის შოკოლადით",23.0,11.0,54.0,425.0,6.95,,380.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ბისმაკი"" კლასიკური",20.0,8.0,65.0,460.0,2.5,,360.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""საიუბილეო"" ტრადიციული",21.0,9.0,62.0,455.0,2.2,,112.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""საიუბილეო"" ტრადიციული",21.0,9.0,62.0,455.0,4.99,,403.0,0,ტკბილეული და ნაყინი
"ორცხობილა სენდვიჩი ""ორეო"" შოკოლადის ვანილის შიგთავსით",26.0,13.0,58.0,480.0,2.75,,95.0,0,ტკბილეული და ნაყინი
"ორცხობილა სენდვიჩი ""ორეო"" შოკოლადის ვანილის შიგთავსით",26.0,13.0,58.0,480.0,1.3,,38.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""საიუბილეო"" სამარხვო",18.0,7.0,65.0,440.0,4.2,,224.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""საიუბილეო"" რძიანი",22.0,10.0,60.0,465.0,2.3,,112.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""საიუბილეო"" ტრადიციული (1+1)",21.0,9.0,62.0,455.0,5.2,,224.0,0,ტკბილეული და ნაყინი
"ორცხობილა სენდვიჩი ""პრინცესა"" კაკაოს კრემით",25.0,12.0,56.0,475.0,1.95,,150.0,0,ტკბილეული და ნაყინი
"ორცხობილა სენდვიჩი ""ორეო"" შოკოლადის ვანილის შიგთავსით",26.0,13.0,58.0,480.0,6.2,,228.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ლავიტა"" ჟოლოს ჟელეს შიგთავსით",24.0,11.0,59.0,470.0,3.5,,135.0,0,ტკბილეული და ნაყინი
ორცხობილა იაშკინო ხორბლის,18.0,7.0,65.0,450.0,3.4,,350.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ბისმაკი"" პეტიტ ბიურე",22.0,10.0,60.0,465.0,3.95,,400.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ფორსაიტი"" შოკოლადისა და თხილის გემოთი",27.0,14.0,55.0,485.0,3.3,,220.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""იაშკინო"" შოკოლადის ნატეხებით",26.0,12.0,58.0,480.0,3.2,,200.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ბელვიტა"" თაფლით",20.0,8.0,62.0,460.0,5.95,,225.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ხრუსტიმი"" სტეიკის და შავი პილპილის",22.0,10.0,55.0,420.0,1.95,,70.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""იაშკინო"" ალუბლის ჟელეთი",22.0,10.0,60.0,465.0,2.45,,137.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""იაშკინო"" მარწყვით",21.0,9.0,62.0,460.0,1.99,,190.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ხრუსტიმი"" ყველის ჩხირები",22.0,10.0,55.0,420.0,1.95,,70.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""მალოჩნიკი""",18.0,7.0,65.0,450.0,2.95,,320.0,0,ტკბილეული და ნაყინი
"ორცხობილა შვრიის ""სანდომი""",20.0,8.0,63.0,455.0,5.45,,360.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ფორსაიტი შოკოლადისა და ნაღების გემოთი",25.0,12.0,57.0,475.0,3.3,,220.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ლავიტა"" ლიმონით",21.0,9.0,62.0,460.0,4.8,,152.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""სანდომი"" ხრაშუნა ყურები",23.0,11.0,59.0,470.0,5.95,,300.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""დო კავი"" რძიანი",22.0,10.0,60.0,465.0,4.5,,370.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""იაშკინო"" ნაღებით",24.0,11.0,58.0,475.0,3.2,,190.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ტუტკუ""",19.0,8.0,64.0,450.0,4.55,,180.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ლავიტა"" ბრაუნი კაკაოთი",26.0,13.0,56.0,480.0,4.8,,152.0,0,ტკბილეული და ნაყინი
"ორცხობილა გლაზირებული ""ჩოკო პაი""",27.0,14.0,55.0,485.0,13.45,,360.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""სანდომი"" ბანანი ფორთოხლის ჯემით",22.0,10.0,60.0,465.0,6.9,,480.0,0,ტკბილეული და ნაყინი
"ორცხობილა გლაზირებული ""ჩოკო პაი""",27.0,14.0,55.0,485.0,4.49,,180.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ლავიტა"" კაკაოთი შოკოლადის გლაზურით",28.0,15.0,54.0,490.0,3.85,,150.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""სანდომი"" ბალიში ალუბლის ჯემით",23.0,11.0,59.0,470.0,5.9,,350.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""სანდომი"" ნავი ქოქოსით",20.0,8.0,63.0,455.0,5.85,,350.0,0,ტკბილეული და ნაყინი
"ორცხობილა გლაზირებული ""იაშკინო""",24.0,12.0,58.0,475.0,3.9,,180.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""სანდომი"" ხრაშუნა ხვეულა",22.0,10.0,60.0,465.0,5.5,,200.0,0,ტკბილეული და ნაყინი
"ბლითი ""კროკო"" მარილიანი",22.0,10.0,55.0,420.0,3.55,,200.0,0,ტკბილეული და ნაყინი
"ორცხობილა ""ბელვიტა"" შოკოლადის მარცვლებით",20.0,8.0,62.0,460.0,5.95,,225.0,0,ტკბილეული და ნაყინი
"ორცხობილა სენდვიჩი ""სანდომი"" ალუბლის ჯემით შოკოლადში",24.0,12.0,58.0,475.0,10.9,,650.0,0,ტკბილეული და ნაყინი
"მიდი კრუასანი ""ბრიმორი"" შოკოლადის შიგთავსით",26.0,13.0,56.0,480.0,1.45,,55.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""ბარნი"" შოკოლადის შიგთავსით",27.0,14.0,55.0,485.0,1.35,,30.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""ბარნი"" რძიანი შოკოლადის შიგთავსით",28.0,15.0,54.0,490.0,1.35,,30.0,0,ტკბილეული და ნაყინი
"მიდი კრუასანი ""ბრიმორი"" მარწყვის შიგთავსით",25.0,12.0,57.0,470.0,1.45,,55.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""ბარნი"" შოკოლადის შიგთავსით",27.0,14.0,55.0,485.0,6.75,,150.0,0,ტკბილეული და ნაყინი
"რულეტი ""ვიტბა"" შოკოლადის შიგთავსით",24.0,11.0,59.0,475.0,2.6,,150.0,0,ტკბილეული და ნაყინი
"რულეტი ""ვიტბა"" ალუბლის შიგთავსით",22.0,10.0,60.0,465.0,2.6,,150.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""ბარნი"" შოკოლადის შიგთავსით",27.0,14.0,55.0,485.0,11.95,,300.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""ბარნი"" რძიანი შიგთავსით",26.0,13.0,56.0,480.0,6.75,,150.0,0,ტკბილეული და ნაყინი
"მინი რულეტი ""ვიტექსი"" შოკოლადით",28.0,15.0,54.0,490.0,3.95,,150.0,0,ტკბილეული და ნაყინი
"მაფინი ""მადამდე"" ხაჭოთი",23.0,11.0,58.0,450.0,3.99,,210.0,0,ტკბილეული და ნაყინი
"მინი რულეტი ""ვიტექსი"" ფორთოხლით",27.0,14.0,55.0,485.0,3.95,,150.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""მილკა"" შოკოლადის შიგთავსით და ნატეხებით",24.0,12.0,59.0,475.0,8.95,,175.0,0,ტკბილეული და ნაყინი
"ფუნთუშა ""ვინილი"" ალუბლით",21.0,9.0,62.0,460.0,2.5,,200.0,0,ტკბილეული და ნაყინი
"ვაფლის რულეტი ""ვიტბა"" შოკოლადის მინანქრით",26.0,13.0,56.0,480.0,2.4,,100.0,0,ტკბილეული და ნაყინი
"ვაფლი ""ვაფლიმი"" კაკაოს კრემით",27.0,14.0,55.0,485.0,1.59,,170.0,0,ტკბილეული და ნაყინი
"ვაფლი ""ვაფლიმი"" დღე და ღამე",28.0,15.0,54.0,490.0,1.59,,170.0,0,ტკბილეული და ნაყინი
ვაფლის ჩხირები ”იაშკინო” შედედებული რძით,27.0,14.0,55.0,485.0,3.2,,190.0,0,ტკბილეული და ნაყინი
"ვაფლი ""სანდომი"" შავი შოკოლადით სამარხვო",25.0,12.0,58.0,475.0,3.6,,216.0,0,ტკბილეული და ნაყინი
ვაფლის ჩხირები ”კონაფეტო” კაკაოს შიგთავსით,26.0,13.0,56.0,480.0,3.8,,156.0,0,ტკბილეული და ნაყინი
ვაფლის ჩხირები ”კონაფეტო” რძიანი შიგთავსით,27.0,14.0,55.0,485.0,3.8,,156.0,0,ტკბილეული და ნაყინი
ვაფლი იაშკინო კარამელით,28.0,15.0,54.0,490.0,3.95,,290.0,0,ტკბილეული და ნაყინი
"ვაფლი ""ჩაიკა"" კაკაოს მუსით",24.0,12.0,59.0,475.0,3.65,,300.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ჯეკი""",30.0,17.0,52.0,510.0,6.5,,225.0,0,ტკბილეული და ნაყინი
"ვაფლის ტორტი ""ბისმაკი"" შოკოლადის მიწისთხილით",28.0,15.0,56.0,495.0,4.5,,250.0,0,ტკბილეული და ნაყინი
"ბამბუკის ჩხირი ""კრესკო"" შოკოლადით",27.0,14.0,55.0,485.0,4.2,,140.0,0,ტკბილეული და ნაყინი
"ვაფლი ""მიშკა კასალაპი""",26.0,13.0,57.0,480.0,7.9,,220.0,0,ტკბილეული და ნაყინი
"ვაფლის ტორტი ""ვიტბა"" ქოქოსით",28.0,15.0,54.0,490.0,4.5,,180.0,0,ტკბილეული და ნაყინი
"ვაფლის ტორტი ""ბისმაკი"" შოკოლადის",29.0,16.0,53.0,495.0,2.99,,180.0,0,ტკბილეული და ნაყინი
"ვაფლი ""როშენ ვაფერს"" შოკოლადის",27.0,14.0,55.0,485.0,4.7,,216.0,0,ტკბილეული და ნაყინი
"ვაფლი ""როშენ ვაფერს"" თხილის მუსით",28.0,15.0,54.0,490.0,4.7,,216.0,0,ტკბილეული და ნაყინი
"ვაფლი დიაბეტური ""ხბფ"" კაკაოთი",24.0,12.0,58.0,450.0,2.95,,130.0,0,ტკბილეული და ნაყინი
"ვაფლი ვენური ""აკულჩევი"" შედედებული რძით",25.0,13.0,57.0,475.0,2.95,,100.0,0,ტკბილეული და ნაყინი
"ვაფლის ტორტი "" იაშკინო"" შოკოლადის გლაზურით და თხილით",29.0,16.0,52.0,500.0,6.5,,250.0,0,ტკბილეული და ნაყინი
"ვაფლის ტორტი "" იაშკინო"" შოკოლადის მიწისთხილით და თხილით",30.0,17.0,51.0,505.0,4.95,,250.0,0,ტკბილეული და ნაყინი
"კანფეტი ვაფლით ""რაფაელო""",33.0,19.0,49.0,530.0,4.95,,40.0,0,ტკბილეული და ნაყინი
"კანფეტი დრაჟე ""იაშკინო"" მიწისთხილით",28.0,15.0,56.0,495.0,15.5,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი დრაჟე ""ემოჯი""",25.0,14.0,55.0,450.0,6.3,,80.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ბორა-ბორა"" ქოქოსით",30.0,18.0,52.0,510.0,5.0,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი სუფლე ""მარსიანკა"" ტირამისუ",28.0,16.0,54.0,495.0,4.99,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""სანდომი"" ჩიტის რძე შედედებული რძით",29.0,17.0,53.0,505.0,8.95,,300.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ტრუფელი ""ფინქი""",32.0,19.0,50.0,520.0,7.95,,163.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ჩიო რიო""",31.0,18.0,51.0,515.0,9.95,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ფერერო როშე""",33.0,20.0,49.0,530.0,5.5,,37.5,0,ტკბილეული და ნაყინი
"კანფეტი ""სანდომი"" გრილიაჟი",27.0,15.0,55.0,485.0,4.75,,210.0,0,ტკბილეული და ნაყინი
კანფეტი შოკოლადის ”მექსიკანა”,29.0,17.0,52.0,500.0,7.2,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი სუფლე ""რაისკიე ობლაკა"" ნაღების",28.0,16.0,54.0,490.0,5.95,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""კობარდე""",32.0,19.0,50.0,525.0,4.0,,135.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""გლეისი""",30.0,18.0,52.0,510.0,5.9,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""სტარტ კოკო"" ქოქოსით",31.0,18.0,51.0,515.0,5.35,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ოტლომი""",29.0,17.0,53.0,505.0,6.5,,200.0,0,ტკბილეული და ნაყინი
კანფეტი შოკოლადის ”ჯეთსი”,32.0,19.0,50.0,520.0,5.9,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""Pure Love"" ნუგა",34.0,20.0,48.0,535.0,13.95,,500.0,0,ტკბილეული და ნაყინი
კანფეტი შოკოლადის ”როდეო”,31.0,18.0,51.0,515.0,6.95,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ოქროს ლილია""",32.0,19.0,50.0,525.0,6.95,,200.0,0,ტკბილეული და ნაყინი
კანფეტი შოკოლადის ”ფურორი” ნუგა და კარამელი,33.0,20.0,49.0,530.0,7.2,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""სლადუნიცა"" ბრაუნის",35.0,21.0,47.0,540.0,10.95,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოჯოლადის ""ვერსალი""",31.0,18.0,51.0,515.0,8.2,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""სლადუნიცა"" ჩიზქეიქი",32.0,19.0,50.0,525.0,10.95,,500.0,0,ტკბილეული და ნაყინი
კანფეტი შოკოლადის ”როშენი” ქენდი ნათს კარამელით და მიწის თხილით,33.0,20.0,49.0,530.0,7.5,,350.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""იარჩე"" მიწის თხილით",32.0,19.0,50.0,520.0,6.4,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი ჰალვა ""მიშკინო"" შოკოლადით და მიწის თხილით",34.0,21.0,48.0,535.0,5.8,,240.0,0,ტკბილეული და ნაყინი
კანფეტი შოკოლადის “ჰითმიქსი” მიწისთხილით,32.0,19.0,50.0,525.0,11.95,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ჟელეინიე"" ალუბლის ჟელეთი",27.0,15.0,55.0,485.0,5.9,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ბეიბიფოქსი"" რძიანი შიგთავსით",30.0,18.0,52.0,510.0,6.2,,120.0,0,ტკბილეული და ნაყინი
"კანფეტი ვაფლით ""კრასნი ოქტიაბრი"" მიშკა კასალაპი",28.0,16.0,54.0,495.0,13.9,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი შოკოლადის ""ნათ სთორი"" მიწის თხილით",32.0,19.0,50.0,520.0,15.5,,500.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""იამმი გამმი"" ფანი კოლა",0.2,0.1,86.0,350.0,4.5,,70.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""იამმი გამმი"" ფიზი ვორმს",0.3,0.1,87.0,355.0,4.5,,70.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""იამმი გამმი"" მინი ბეარ მიქს",0.4,0.2,88.0,360.0,2.69,,70.0,0,ტკბილეული და ნაყინი
"კანფეტი ჟელე ""როშენი"" ფუტკრები",0.1,0.0,85.0,345.0,7.95,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი ჟელე ""ნესი""",0.2,0.1,84.0,340.0,5.7,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი საღეჭი ""როშენი"" ჟელი ფრუტი",0.3,0.1,92.0,370.0,7.2,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი მარმელადი ""აზოვი"" ხილის მიქსი",0.5,0.2,82.0,385.0,4.35,,300.0,0,ტკბილეული და ნაყინი
კანფეტი საღეჭი ”როშენი” ჟელი ფრუტი,0.3,0.1,92.0,370.0,6.3,,410.0,0,ტკბილეული და ნაყინი
"კანფეტი საღეჭი ""ტოფიქსი"" ხილის",0.2,0.1,94.0,375.0,4.0,,200.0,0,ტკბილეული და ნაყინი
"კანფეტი ირისი ""მიეშკო"" კაროვკა",12.0,8.0,78.0,440.0,4.95,,215.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ""ესტელლა"" კოწახური",24.0,19.0,61.0,475.0,3.95,,250.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ""როშენი"" ბიმ-ბომ",19.0,14.0,69.0,455.0,6.65,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ""როშენი"" მალოჩნაია კაპლია",21.0,17.0,66.0,465.0,8.3,,500.0,0,ტკბილეული და ნაყინი
კანფეტი ირისი ”როშენი” მინკი ბინკი,11.0,7.0,79.0,435.0,7.2,,410.0,0,ტკბილეული და ნაყინი
კანფეტი კარამელი ”როშენი” კიბოს კისერი,24.0,19.0,63.0,475.0,7.5,,410.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ""კრემკა"" რძიანი",22.0,18.0,65.0,465.0,5.95,,500.0,0,ტკბილეული და ნაყინი
კანფეტი კარამელი ”როშენი” ბიმ-ბომ,19.0,14.0,69.0,455.0,5.95,,410.0,0,ტკბილეული და ნაყინი
კანფეტი კარამელი ”როშენი” მალოჩნაია კაპლია,21.0,17.0,66.0,465.0,7.5,,410.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ""ლომტიკი"" ხილის მიქსი",18.0,12.0,70.0,450.0,4.9,,500.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ჯოხზე ""ტროლები""",20.0,15.0,68.0,460.0,0.3,,11.4,0,ტკბილეული და ნაყინი
კანფეტი კარამელი ჯოხზე სპირალი,23.0,16.0,67.0,470.0,1.5,,40.0,0,ტკბილეული და ნაყინი
"მარმელადი ჯოხზე ""ვიდალი""",15.0,10.0,75.0,445.0,1.95,,40.0,0,ტკბილეული და ნაყინი
"კანფეტი დრაჟე ""ქოსბი""",8.0,5.0,82.0,420.0,1.95,,27.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ჯოხზე ""ჩუპა ჩუპსი"" XXL",25.0,18.0,65.0,480.0,1.1,,29.0,0,ტკბილეული და ნაყინი
"კანფეტი სიურპრიზით ""ქოსბი""",10.0,6.0,78.0,435.0,1.95,,6.0,0,ტკბილეული და ნაყინი
"ვაფლის კორნეტი ""ოზმო"" შოკოლადით",28.0,20.0,60.0,510.0,1.95,,25.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ჯოხზე ""ჩუპა ჩუპსი"" მელოდი პოპს",24.0,17.0,64.0,475.0,1.4,,15.0,0,ტკბილეული და ნაყინი
"კანფეტი კარამელი ჯოხზე ""ოზმო ფან"" რძიანი შოკოლადით",26.0,19.0,62.0,495.0,2.75,,23.0,0,ტკბილეული და ნაყინი
"შოკოლადის ბატონი ""ქინდერი"" (4ც)",32.0,22.0,58.0,550.0,3.45,,50.0,0,ტკბილეული და ნაყინი
"კანფეტი დრაჟე ""პანდა""",7.0,4.0,84.0,415.0,7.3,,150.0,0,ტკბილეული და ნაყინი
"შოკოლადის კვერცხი სიურპიზით და ფანეტელბით ""ქოსბი"" ბიჭისთვის",30.0,20.0,55.0,520.0,3.2,,20.0,0,ტკბილეული და ნაყინი
"შოკოლადის კვერცხი სიურპრიზით ""ქინდერი""",35.0,22.0,52.0,565.0,4.35,,20.0,0,ტკბილეული და ნაყინი
"შოკოლადის კვერცხი სიურპიზით და ფანეტელბით ""ქოსბი"" გოგოსთვის",30.0,20.0,55.0,520.0,3.2,,20.0,0,ტკბილეული და ნაყინი
"შოკოლადის კვერცხი სიურპრიზით ""ოზმო""",32.0,21.0,54.0,530.0,3.75,,20.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""ბებეტო"" ბელთი",0.2,0.1,85.0,345.0,3.95,,75.0,0,ტკბილეული და ნაყინი
"კექსი ""ოზმო"" ოგოპოგო",18.0,10.0,60.0,420.0,1.3,,34.0,0,ტკბილეული და ნაყინი
"ბისკვიტი ""ქინდერი"" დელისი შოკოლადით",25.0,15.0,62.0,490.0,2.2,,42.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""ჰარიბო"" ოქროს დათვები",0.1,0.0,84.0,340.0,4.5,,80.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""ჰარიბო"" კოლა",0.2,0.1,83.0,335.0,4.5,,80.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""ჰარიბო"" მატლები",0.3,0.1,86.0,350.0,4.5,,80.0,0,ტკბილეული და ნაყინი
"ჟელიბონი ""ბებეტო"" თასმები",0.4,0.2,87.0,355.0,3.95,,75.0,0,ტკბილეული და ნაყინი
"ზეფირი ""ფანი"" კონუსი",2.0,1.0,82.0,380.0,5.5,,175.0,0,ტკბილეული და ნაყინი
"ხილის ფაფა ""აგუშა"" ვაშლი-მაყვალი-ჟოლო",0.5,0.1,18.0,85.0,2.6,,90.0,0,ტკბილეული და ნაყინი
"ხილის ფაფა ""აგუშა"" მულტიხილი",0.4,0.1,19.0,82.0,2.6,,90.0,0,ტკბილეული და ნაყინი
"ხილის ფაფა ""აგუშა"" ვაშლი",0.3,0.0,20.0,80.0,2.6,,90.0,0,ტკბილეული და ნაყინი
