product	protein	fat	carbs	calories	price	sale_type	unit_weight	total_package_weight	is_promo
კონსერვი თევზის "სელ ფიშ" შემწვარი კილკა ტომატის სოუსში	8.5	1.6	8.5	145	5.5	weight	0	240	0
კონსერვი თევზის "სელფიშ" შპროტი ზეთში	18	3	1	200	5.5	weight	0	160	0
კონსერვი თევზის "სელფიშ" სკუმბრია ზეთში	16	2.8	1	195	6.95	weight	0	425	0
კონსერვი თევზის "სელფიშ" სკუმბრია ტომატში	10	2	7	160	6.95	weight	0	425	0
კონსერვი თევზის "სტელა მარისი" ტრესკას ღვიძლი	20	3.5	2	220	7.5	weight	0	121	0
კონსერვი თევზის "ზა როდინუ" სკუმბრია ტომატში	9.5	1.8	7.5	155	4.95	weight	0	185	0
კონსერვი თევზის "ზა როდინუ" სკუმბრია ზეთში	14	2.5	1	185	4.95	weight	0	185	0
კონსერვი თევზის "ზა როდინუ" შპროტი ზეთში	19	3.2	0.5	205	5.5	weight	0	160	0
კონსერვი თევზის "სელფიშ" სკუმბრია ტომატში	10	2	7	160	3.95	weight	0	200	0
კონსერვი თევზის "ზა როდინუ" კილკა ტომატის სოუსში	7.5	1.4	7	135	4.95	weight	0	240	0
კონსერვი ხორცის "მიასოფი" საქონლის უ/ხ	16	4	2	220	14.5	weight	0	500	0
კონსერვი ხორცის "მიასოფი" ღორის უ/ხ	16	4	2	220	6.35	weight	0	338	0
კონსერვი საქონლის ხორცის "მისნაია ლავკა"	18	6	1.5	240	5.95	weight	0	325	0
ტკბილეული და ნაყინი	0	0	0	0	0	package_weight	0	0	0
შოკოლადის ბატონი "სნიკერსი"	25	10	60	500	2.5	weight	0	55	0
შოკოლადის ბატონი "პიკნიკი"	28	12	58	510	2.6	weight	0	85	0
შოკოლადის ბატონი "ბაუნტი"	30	18	55	520	2.5	weight	0	55	0
შოკოლადის ბატონი "სნიკერსი" სუპერი	24	9	62	490	3.55	weight	0	80	0
შოკოლადის ბატონი "ჯეთ'ს"	22	11	64	480	0.75	weight	0	42	0
შოკოლადის ბატონი "ნათ ენდ გოუ" ნუშით	32	14	52	530	1.5	weight	0	34	0
შოკოლადის ბატონი "იარჩე"	20	10	65	475	1.2	weight	0	50	0
შოკოლადის ბატონი "ტვიქსი"	26	13	59	505	2.5	weight	0	55	0
შოკოლადის ბატონი "სნიკერსი" თეთრი შოკოლადი	24.5	13	61	495	3.55	weight	0	81	0
ვაფლი "მილკა"	34	20	50	540	2.4	weight	0	30	0
შოკოლადის ბატონი "ტვიქსი" ექსტრა	27	14	57	510	3.55	weight	0	75	0
შოკოლადის ბატონი "ბაუნტი" ტრიო	31	17	54	525	3.55	weight	0	82	0
შოკოლადის ბატონი "ოზერა" ვაფლით,თხილისა და რძიანი კრემით	33	16	51	535	0.95	weight	0	23	0
შოკოლადის ბატონი "სუპერ"	23	12	63	485	0.7	weight	0	40	0
შოკოლადის ბატონი "ჟუმკა"	19	9	67	470	1.3	weight	0	40	0
შოკოლადის ბატონი "როშენი" შავი შოკოლადით	18	11	65	460	1.75	weight	0	43	0
შოკოლადის ბატონი "ბეიბიფოქსი" რძიანი შიგთავსით	22	13	64	490	2.2	weight	0	45	0
შოკოლადის ბატონი "ზებრა" არაქისითა და ქიშმიშით	32	18	45	520	1.3	weight	0	40	0
შოკოლადის ბატონი "ქინდერი" ბუენო	36	20	49.5	572	3.15	weight	0	42	0
შოკოლადის ბატონი "ალპენ გოლდი" ორეო	28	15	55	510	1.95	weight	0	37	0
შოკოლადის ბატონი "ტობლერონი" რძიანი თაფლისა და ნუშის ნუგათი	30	18	55	535	14.5	weight	0	100	0
შოკოლადის ბატონი თეთრი "ქინდერი" ბუენო	35	19	50	560	3.15	weight	0	42	0
შოკოლადის ბატონი "ქინდერი" (8ც)	33	19	52	545	6.95	weight	0	100	0
შოკოლადის ბატონი "სუპერ სტეპი"	25	14	58	480	1.65	weight	0	45	0
შოკოლადის ბატონი "როშეტო" შავი შოკოლადით	29	17	48	490	1.5	weight	0	34	0
შოკოლადის ბატონი "ტობლერონი" თეთრი შოკოლადი თაფლისა და ნუშის ნუგათი	32	17	56	540	14.5	weight	0	100	0
შოკოლადის ბატონი "ჩუდო" ვაფლით, თხილის და რძიანი კრემით	31	16	52	530	1.75	weight	0	55	0
შოკოლადის ბატონი "მარსი"	17	8	69	448	2.5	weight	0	50	0
შოკოლადის ფილა "ალპენ გოლდი" რძიანი შოკოლადი თხილით და ქიშმიშით	29	16	48	505	4.2	weight	0	85	0
შოკოლადის ფილა "ალპენ გოლდი" რძიანი შოკოლადი	30	18	56	535	4.2	weight	0	85	0
შოკოლადის ფილა "ალპენ გოლდი" რძიანი შოკოლადი თხილით	32	17	47	515	4.2	weight	0	85	0
შოკოლადის ფილა "ალპენ გოლდი" ქოქოსი/ნუში	33	19	46	525	4.2	weight	0	85	0
შოკოლადის ფილა "მილკა" რძიანი შოკოლადი თხილით	31	18	52	530	5.5	weight	0	90	0
შოკოლადის ფილა "მილკა" რძიანი შოკოლადი	32	19	53	535	5.5	weight	0	90	0
შოკოლადის ფილა "ალპენ გოლდი" მაქს ფანი	30	17	55	520	7.75	weight	0	130	0
შოკოლადის ფილა "ალპენ გოლდი" რძიანი შოკოლადი ჰაეროვანი	29	16	58	525	4.2	weight	0	80	0
შოკოლადის ფილა "ალპენ გოლდი" თეთრი შოკოლადი ჰაეროვანი	28	15	60	515	4.2	weight	0	80	0
შოკოლადის ფილა "ლაქმი" რძიანი შიგთავსით და ორცხობილით	33	20	50	540	4.55	weight	0	100	0
შოკოლადის ფილა "მილკა" არაქისის და კარამელის შიგთავსით	34	19	49	545	16.95	weight	0	276	0
შოკოლადის ფილა "სლადკო" შავი სამარხვო	28	16	52	480	1.35	weight	0	25	0
შოკოლადის ფილა ”როშენ პორისტი” ექსტრა შავი	30	18	48	495	4.55	weight	0	85	0
შოკოლადის ფილა ”მილკა ბაბლზი” კაპუჩინოს შიგთავსით	35	21	48	550	5.5	weight	0	97	0
შოკოლადის ფილა ”როშენ პორისტი” თეთრი შოკოლადი	29	16	56	510	4.55	weight	0	80	0
შოკოლადის ფილა "ლაქმი" შოკოლადის შიგთავსით და ვაფლით	32	18	51	535	4.55	weight	0	90	0
შოკოლადის ფილა "კორონა" რძიანი შოკოლადი	31	18	54	530	4.7	weight	0	85	0
შოკოლადის ფილა "მილკა" ჯანჯაფილის ორცხობილით	33	19	50	540	19.95	weight	0	300	0
შოკოლადის ფილა "მილკა" თხილის პასტით, დაქუცმაცებული თხილით და ვაფლით	36	22	47	555	8.99	weight	0	270	0
შოკოლადის ფილა "მილკა" ვანილით და ორეოს ორცხობილით	34	20	50	545	16.95	weight	0	300	0
შოკოლადის ფილა "მილკა" რძიანი შოკოლადი თხილით	31	18	52	530	11.95	weight	0	140	0
შოკოლადის ფილა "მილკა" თეთრი და რძიანი შოკოლადით (საახალწლო)	33	19	51	540	6.95	weight	0	100	0
შოკოლადის ფილა "მილკა" რძიანი შოკოლადი თხილით და ქიშმიშით	32	18	53	535	11.95	weight	0	140	0
შოკოლადის ფილა "ალპენ გოლდი" შავი შოკოლადი	28	16	52	480	4.2	weight	0	85	0
შოკოლადის ფილა "მილკა" რძიანი შოკოლადი ნუშით	30	17	54	525	11.95	weight	0	140	0
შოკოლადის ფილა "მილკა" მთლიანი თხილით და კარამელით	35	21	49	550	16.95	weight	0	300	0
შოკოლადის ფილა "კორონა" რძიანი შოკოლადი ტყის თხილით	33	19	50	540	4.7	weight	0	85	0
შოკოლადის ფილა "კორონა" შავი შოკოლადი	27	15	50	470	4.7	weight	0	85	0
შოკოლადის ფილა "მილკა" მარილიანი ნუშის ნატეხებით და კარამელით	36	22	48	555	16.95	weight	0	300	0
შოკოლადის ფილა "ოქროს მონეტა" ბადეში	31	18	51	520	4.95	weight	0	50	0
შოკოლადის ფილა "როშენი" შავი შოკოლადი 80%	26	14	48	460	6.95	weight	0	85	0
შოკოლადის ფილა "როშენი" შავი შოკოლადი მარილიანი ნუშით 80%	27	15	47	465	4.55	weight	0	85	0
შოკოლადის ფილა "მილკა" მარწყვის ჩიზქეიქი	34	20	50	545	19.95	weight	0	300	0
შოკოლადის ფილა "ლოისი" ქოქოსის ნუგა	32	18	52	530	1.8	weight	0	80	0
შოკოლადის კრემი "ნუსა" (ჭრელი)	34	20	48	540	9.95	weight	0	400	0
შოკოლადის კრემი "ნუთელა" თხილი და კაკაო	36	22	50	565	14.95	weight	0	350	0
შოკოლადის კრემი ჩხირებით "ნუთელა & გოუ"	35	21	49	550	7.2	weight	0	52	0
შოკოლადის კრემი "ნუსა" (შავი)	33	19	47	530	9.95	weight	0	400	0
შოკოლადის კრემი "ნუთელა"	35	21	51	560	23.95	weight	0	630	0
შოკოლადის ნაკრები "მილკა" თხილის შიგთვსით	31	18	52	525	12.95	weight	0	110	0
შოკოლადის ნაკრები "მილკა" რძიანი	32	19	53	535	12.95	weight	0	110	0
შოკოლადის ნაკრები "კუპიდო" ტრიუფელი შავი	28	16	52	480	11.95	weight	0	150	0
შოკოლადის ნაკრები "ჰამლეტი" ასორტი ბორდოსფერი	30	17	50	510	17.95	weight	0	125	0
შოკოლადის ნაკრები "კუპიდო" ზღვის ნიჟარები	29	16	48	490	18.95	weight	0	250	0
შოკოლადის ნაკრები "როშენ ასორტიმენტ” კლასიკი	31	18	51	520	12.95	weight	0	154	0
კანფეტი ვაფლით "რაფაელო"	33	19	49	530	25.95	weight	0	200	0
შოკოლადის ნაკრები "ექსელციუმი" პრალინეთი	34	20	48	535	13.95	weight	0	200	0
კანფეტი ვაფლით "რაფაელო"	33	19	49	530	14.95	weight	0	150	0
კანფეტი ვაფლით "ფერერო როშე"	35	21	50	545	19.95	weight	0	125	0
შოკოლადის ნაკრები "მილკა" საახალწლო	31	18	52	525	23.5	weight	0	432	0
შოკოლადის ნაკრები "როტ ფრონტი" ჩიტის რძე	30	17	51	515	12.7	weight	0	200	0
შოკოლადის ნაკრები "მილკა" საახალწლო	25	14	55	450	11.5	weight	0	265	0
ზეფირი "დისნეი" პრინცესა მარწყვი 4/30	22	12	45	390	3.4	weight	0	40	0
მინი კრუასანი "7 Days" ვანილის კრემით და ალუბლის ჯემით	24	13	48	420	6.5	weight	0	185	0
ჩხირები "თვიგი" ქოქოსით და ნაღების შიგთავსით	25	12	50	450	4.4	weight	0	185	0
მაფინი "მადამდე" შოკოლადის	22	10	55	420	6.95	weight	0	380	0
მაფინი "მადამდე" ვანილის შოკოლადით	23	11	54	425	6.95	weight	0	380	0
ორცხობილა "ბისმაკი" კლასიკური	20	8	65	460	2.5	weight	0	360	0
ორცხობილა "საიუბილეო" ტრადიციული	21	9	62	455	2.2	weight	0	112	0
ორცხობილა "საიუბილეო" ტრადიციული	21	9	62	455	4.99	weight	0	403	0
ორცხობილა სენდვიჩი "ორეო" შოკოლადის ვანილის შიგთავსით	26	13	58	480	2.75	weight	0	95	0
ორცხობილა სენდვიჩი "ორეო" შოკოლადის ვანილის შიგთავსით	26	13	58	480	1.3	weight	0	38	0
ორცხობილა "საიუბილეო" სამარხვო	18	7	65	440	4.2	weight	0	224	0
ორცხობილა "საიუბილეო" რძიანი	22	10	60	465	2.3	weight	0	112	0
ორცხობილა "საიუბილეო" ტრადიციული (1+1)	21	9	62	455	5.2	weight	0	224	0
ორცხობილა სენდვიჩი "პრინცესა" კაკაოს კრემით	25	12	56	475	1.95	weight	0	150	0
ორცხობილა სენდვიჩი "ორეო" შოკოლადის ვანილის შიგთავსით	26	13	58	480	6.2	weight	0	228	0
ორცხობილა "ლავიტა" ჟოლოს ჟელეს შიგთავსით	24	11	59	470	3.5	weight	0	135	0
ორცხობილა იაშკინო ხორბლის	18	7	65	450	3.4	weight	0	350	0
ორცხობილა "ბისმაკი" პეტიტ ბიურე	22	10	60	465	3.95	weight	0	400	0
ორცხობილა "ფორსაიტი" შოკოლადისა და თხილის გემოთი	27	14	55	485	3.3	weight	0	220	0
ორცხობილა "იაშკინო" შოკოლადის ნატეხებით	26	12	58	480	3.2	weight	0	200	0
ორცხობილა "ბელვიტა" თაფლით	20	8	62	460	5.95	weight	0	225	0
ორცხობილა "ხრუსტიმი" სტეიკის და შავი პილპილის	22	10	55	420	1.95	weight	0	70	0
ორცხობილა "იაშკინო" ალუბლის ჟელეთი	22	10	60	465	2.45	weight	0	137	0
ორცხობილა "იაშკინო" მარწყვით	21	9	62	460	1.99	weight	0	190	0
ორცხობილა "ხრუსტიმი" ყველის ჩხირები	22	10	55	420	1.95	weight	0	70	0
ორცხობილა "მალოჩნიკი"	18	7	65	450	2.95	weight	0	320	0
ორცხობილა შვრიის "სანდომი"	20	8	63	455	5.45	weight	0	360	0
ორცხობილა "ფორსაიტი შოკოლადისა და ნაღების გემოთი	25	12	57	475	3.3	weight	0	220	0
ორცხობილა "ლავიტა" ლიმონით	21	9	62	460	4.8	weight	0	152	0
ორცხობილა "სანდომი" ხრაშუნა ყურები	23	11	59	470	5.95	weight	0	300	0
ორცხობილა "დო კავი" რძიანი	22	10	60	465	4.5	weight	0	370	0
ორცხობილა "იაშკინო" ნაღებით	24	11	58	475	3.2	weight	0	190	0
ორცხობილა "ტუტკუ"	19	8	64	450	4.55	weight	0	180	0
ორცხობილა "ლავიტა" ბრაუნი კაკაოთი	26	13	56	480	4.8	weight	0	152	0
ორცხობილა გლაზირებული "ჩოკო პაი"	27	14	55	485	13.45	weight	0	360	0
ორცხობილა "სანდომი" ბანანი ფორთოხლის ჯემით	22	10	60	465	6.9	weight	0	480	0
ორცხობილა გლაზირებული "ჩოკო პაი"	27	14	55	485	4.49	weight	0	180	0
ორცხობილა "ლავიტა" კაკაოთი შოკოლადის გლაზურით	28	15	54	490	3.85	weight	0	150	0
ორცხობილა "სანდომი" ბალიში ალუბლის ჯემით	23	11	59	470	5.9	weight	0	350	0
ორცხობილა "სანდომი" ნავი ქოქოსით	20	8	63	455	5.85	weight	0	350	0
ორცხობილა გლაზირებული "იაშკინო"	24	12	58	475	3.9	weight	0	180	0
ორცხობილა "სანდომი" ხრაშუნა ხვეულა	22	10	60	465	5.5	weight	0	200	0
ბლითი "კროკო" მარილიანი	22	10	55	420	3.55	weight	0	200	0
ორცხობილა "ბელვიტა" შოკოლადის მარცვლებით	20	8	62	460	5.95	weight	0	225	0
ორცხობილა სენდვიჩი "სანდომი" ალუბლის ჯემით შოკოლადში	24	12	58	475	10.9	weight	0	650	0
მიდი კრუასანი "ბრიმორი" შოკოლადის შიგთავსით	26	13	56	480	1.45	weight	0	55	0
ბისკვიტი "ბარნი" შოკოლადის შიგთავსით	27	14	55	485	1.35	weight	0	30	0
ბისკვიტი "ბარნი" რძიანი შოკოლადის შიგთავსით	28	15	54	490	1.35	weight	0	30	0
მიდი კრუასანი "ბრიმორი" მარწყვის შიგთავსით	25	12	57	470	1.45	weight	0	55	0
ბისკვიტი "ბარნი" შოკოლადის შიგთავსით	27	14	55	485	6.75	weight	0	150	0
რულეტი "ვიტბა" შოკოლადის შიგთავსით	24	11	59	475	2.6	weight	0	150	0
რულეტი "ვიტბა" ალუბლის შიგთავსით	22	10	60	465	2.6	weight	0	150	0
ბისკვიტი "ბარნი" შოკოლადის შიგთავსით	27	14	55	485	11.95	weight	0	300	0
ბისკვიტი "ბარნი" რძიანი შიგთავსით	26	13	56	480	6.75	weight	0	150	0
მინი რულეტი "ვიტექსი" შოკოლადით	28	15	54	490	3.95	weight	0	150	0
მაფინი "მადამდე" ხაჭოთი	23	11	58	450	3.99	weight	0	210	0
მინი რულეტი "ვიტექსი" ფორთოხლით	27	14	55	485	3.95	weight	0	150	0
ბისკვიტი "მილკა" შოკოლადის შიგთავსით და ნატეხებით	24	12	59	475	8.95	weight	0	175	0
ფუნთუშა "ვინილი" ალუბლით	21	9	62	460	2.5	weight	0	200	0
ვაფლის რულეტი "ვიტბა" შოკოლადის მინანქრით	26	13	56	480	2.4	weight	0	100	0
ვაფლი "ვაფლიმი" კაკაოს კრემით	27	14	55	485	1.59	weight	0	170	0
ვაფლი "ვაფლიმი" დღე და ღამე	28	15	54	490	1.59	weight	0	170	0
ვაფლის ჩხირები ”იაშკინო” შედედებული რძით	27	14	55	485	3.2	weight	0	190	0
ვაფლი "სანდომი" შავი შოკოლადით სამარხვო	25	12	58	475	3.6	weight	0	216	0
ვაფლის ჩხირები ”კონაფეტო” კაკაოს შიგთავსით	26	13	56	480	3.8	weight	0	156	0
ვაფლის ჩხირები ”კონაფეტო” რძიანი შიგთავსით	27	14	55	485	3.8	weight	0	156	0
ვაფლი იაშკინო კარამელით	28	15	54	490	3.95	weight	0	290	0
ვაფლი "ჩაიკა" კაკაოს მუსით	24	12	59	475	3.65	weight	0	300	0
კანფეტი შოკოლადის "ჯეკი"	30	17	52	510	6.5	weight	0	225	0
ვაფლის ტორტი "ბისმაკი" შოკოლადის მიწისთხილით	28	15	56	495	4.5	weight	0	250	0
ბამბუკის ჩხირი "კრესკო" შოკოლადით	27	14	55	485	4.2	weight	0	140	0
ვაფლი "მიშკა კასალაპი"	26	13	57	480	7.9	weight	0	220	0
ვაფლის ტორტი "ვიტბა" ქოქოსით	28	15	54	490	4.5	weight	0	180	0
ვაფლის ტორტი "ბისმაკი" შოკოლადის	29	16	53	495	2.99	weight	0	180	0
ვაფლი "როშენ ვაფერს" შოკოლადის	27	14	55	485	4.7	weight	0	216	0
ვაფლი "როშენ ვაფერს" თხილის მუსით	28	15	54	490	4.7	weight	0	216	0
ვაფლი დიაბეტური "ხბფ" კაკაოთი	24	12	58	450	2.95	weight	0	130	0
ვაფლი ვენური "აკულჩევი" შედედებული რძით	25	13	57	475	2.95	weight	0	100	0
ვაფლის ტორტი " იაშკინო" შოკოლადის გლაზურით და თხილით	29	16	52	500	6.5	weight	0	250	0
ვაფლის ტორტი " იაშკინო" შოკოლადის მიწისთხილით და თხილით	30	17	51	505	4.95	weight	0	250	0
კანფეტი ვაფლით "რაფაელო"	33	19	49	530	4.95	weight	0	40	0
კანფეტი დრაჟე "იაშკინო" მიწისთხილით	28	15	56	495	15.5	weight	0	500	0
კანფეტი დრაჟე "ემოჯი"	25	14	55	450	6.3	weight	0	80	0
კანფეტი შოკოლადის "ბორა-ბორა" ქოქოსით	30	18	52	510	5	weight	0	200	0
კანფეტი სუფლე "მარსიანკა" ტირამისუ	28	16	54	495	4.99	weight	0	200	0
კანფეტი შოკოლადის "სანდომი" ჩიტის რძე შედედებული რძით	29	17	53	505	8.95	weight	0	300	0
კანფეტი შოკოლადის ტრუფელი "ფინქი"	32	19	50	520	7.95	weight	0	163	0
კანფეტი შოკოლადის "ჩიო რიო"	31	18	51	515	9.95	weight	0	500	0
კანფეტი შოკოლადის "ფერერო როშე"	33	20	49	530	5.5	weight	0	37.5	0
კანფეტი "სანდომი" გრილიაჟი	27	15	55	485	4.75	weight	0	210	0
კანფეტი შოკოლადის ”მექსიკანა”	29	17	52	500	7.2	weight	0	500	0
კანფეტი სუფლე "რაისკიე ობლაკა" ნაღების	28	16	54	490	5.95	weight	0	200	0
კანფეტი შოკოლადის "კობარდე"	32	19	50	525	4	weight	0	135	0
კანფეტი შოკოლადის "გლეისი"	30	18	52	510	5.9	weight	0	500	0
კანფეტი შოკოლადის "სტარტ კოკო" ქოქოსით	31	18	51	515	5.35	weight	0	200	0
კანფეტი შოკოლადის "ოტლომი"	29	17	53	505	6.5	weight	0	200	0
კანფეტი შოკოლადის ”ჯეთსი”	32	19	50	520	5.9	weight	0	500	0
კანფეტი შოკოლადის "Pure Love" ნუგა	34	20	48	535	13.95	weight	0	500	0
კანფეტი შოკოლადის ”როდეო”	31	18	51	515	6.95	weight	0	500	0
კანფეტი შოკოლადის "ოქროს ლილია"	32	19	50	525	6.95	weight	0	200	0
კანფეტი შოკოლადის ”ფურორი” ნუგა და კარამელი	33	20	49	530	7.2	weight	0	500	0
კანფეტი შოკოლადის "სლადუნიცა" ბრაუნის	35	21	47	540	10.95	weight	0	500	0
კანფეტი შოჯოლადის "ვერსალი"	31	18	51	515	8.2	weight	0	500	0
კანფეტი შოკოლადის "სლადუნიცა" ჩიზქეიქი	32	19	50	525	10.95	weight	0	500	0
კანფეტი შოკოლადის ”როშენი” ქენდი ნათს კარამელით და მიწის თხილით	33	20	49	530	7.5	weight	0	350	0
კანფეტი შოკოლადის "იარჩე" მიწის თხილით	32	19	50	520	6.4	weight	0	500	0
კანფეტი ჰალვა "მიშკინო" შოკოლადით და მიწის თხილით	34	21	48	535	5.8	weight	0	240	0
კანფეტი შოკოლადის “ჰითმიქსი” მიწისთხილით	32	19	50	525	11.95	weight	0	500	0
კანფეტი შოკოლადის "ჟელეინიე" ალუბლის ჟელეთი	27	15	55	485	5.9	weight	0	500	0
კანფეტი შოკოლადის "ბეიბიფოქსი" რძიანი შიგთავსით	30	18	52	510	6.2	weight	0	120	0
კანფეტი ვაფლით "კრასნი ოქტიაბრი" მიშკა კასალაპი	28	16	54	495	13.9	weight	0	200	0
კანფეტი შოკოლადის "ნათ სთორი" მიწის თხილით	32	19	50	520	15.5	weight	0	500	0
ჟელიბონი "იამმი გამმი" ფანი კოლა	0.2	0.1	86	350	4.5	weight	0	70	0
ჟელიბონი "იამმი გამმი" ფიზი ვორმს	0.3	0.1	87	355	4.5	weight	0	70	0
ჟელიბონი "იამმი გამმი" მინი ბეარ მიქს	0.4	0.2	88	360	2.69	weight	0	70	0
კანფეტი ჟელე "როშენი" ფუტკრები	0.1	0	85	345	7.95	weight	0	500	0
კანფეტი ჟელე "ნესი"	0.2	0.1	84	340	5.7	weight	0	500	0
კანფეტი საღეჭი "როშენი" ჟელი ფრუტი	0.3	0.1	92	370	7.2	weight	0	500	0
კანფეტი მარმელადი "აზოვი" ხილის მიქსი	0.5	0.2	82	385	4.35	weight	0	300	0
კანფეტი საღეჭი ”როშენი” ჟელი ფრუტი	0.3	0.1	92	370	6.3	weight	0	410	0
კანფეტი საღეჭი "ტოფიქსი" ხილის	0.2	0.1	94	375	4	weight	0	200	0
კანფეტი ირისი "მიეშკო" კაროვკა	12	8	78	440	4.95	weight	0	215	0
კანფეტი კარამელი "ესტელლა" კოწახური	24	19	61	475	3.95	weight	0	250	0
კანფეტი კარამელი "როშენი" ბიმ-ბომ	19	14	69	455	6.65	weight	0	500	0
კანფეტი კარამელი "როშენი" მალოჩნაია კაპლია	21	17	66	465	8.3	weight	0	500	0
კანფეტი ირისი ”როშენი” მინკი ბინკი	11	7	79	435	7.2	weight	0	410	0
კანფეტი კარამელი ”როშენი” კიბოს კისერი	24	19	63	475	7.5	weight	0	410	0
კანფეტი კარამელი "კრემკა" რძიანი	22	18	65	465	5.95	weight	0	500	0
კანფეტი კარამელი ”როშენი” ბიმ-ბომ	19	14	69	455	5.95	weight	0	410	0
კანფეტი კარამელი ”როშენი” მალოჩნაია კაპლია	21	17	66	465	7.5	weight	0	410	0
კანფეტი კარამელი "ლომტიკი" ხილის მიქსი	18	12	70	450	4.9	weight	0	500	0
კანფეტი კარამელი ჯოხზე "ტროლები"	20	15	68	460	0.3	weight	0	11.4	0
კანფეტი კარამელი ჯოხზე სპირალი	23	16	67	470	1.5	weight	0	40	0
მარმელადი ჯოხზე "ვიდალი"	15	10	75	445	1.95	weight	0	40	0
კანფეტი დრაჟე "ქოსბი"	8	5	82	420	1.95	weight	0	27	0
კანფეტი კარამელი ჯოხზე "ჩუპა ჩუპსი" XXL	25	18	65	480	1.1	weight	0	29	0
კანფეტი სიურპრიზით "ქოსბი"	10	6	78	435	1.95	weight	0	6	0
ვაფლის კორნეტი "ოზმო" შოკოლადით	28	20	60	510	1.95	weight	0	25	0
კანფეტი კარამელი ჯოხზე "ჩუპა ჩუპსი" მელოდი პოპს	24	17	64	475	1.4	weight	0	15	0
კანფეტი კარამელი ჯოხზე "ოზმო ფან" რძიანი შოკოლადით	26	19	62	495	2.75	weight	0	23	0
შოკოლადის ბატონი "ქინდერი" (4ც)	32	22	58	550	3.45	weight	0	50	0
კანფეტი დრაჟე "პანდა"	7	4	84	415	7.3	weight	0	150	0
შოკოლადის კვერცხი სიურპიზით და ფანეტელბით "ქოსბი" ბიჭისთვის	30	20	55	520	3.2	weight	50	20	0
შოკოლადის კვერცხი სიურპრიზით "ქინდერი"	35	22	52	565	4.35	weight	50	20	0
შოკოლადის კვერცხი სიურპიზით და ფანეტელბით "ქოსბი" გოგოსთვის	30	20	55	520	3.2	weight	50	20	0
შოკოლადის კვერცხი სიურპრიზით "ოზმო"	32	21	54	530	3.75	weight	50	20	0
ჟელიბონი "ბებეტო" ბელთი	0.2	0.1	85	345	3.95	weight	0	75	0
კექსი "ოზმო" ოგოპოგო	18	10	60	420	1.3	weight	0	34	0
ბისკვიტი "ქინდერი" დელისი შოკოლადით	25	15	62	490	2.2	weight	0	42	0
ჟელიბონი "ჰარიბო" ოქროს დათვები	0.1	0	84	340	4.5	weight	0	80	0
ჟელიბონი "ჰარიბო" კოლა	0.2	0.1	83	335	4.5	weight	0	80	0
ჟელიბონი "ჰარიბო" მატლები	0.3	0.1	86	350	4.5	weight	0	80	0
ჟელიბონი "ბებეტო" თასმები	0.4	0.2	87	355	3.95	weight	0	75	0
ზეფირი "ფანი" კონუსი	2	1	82	380	5.5	weight	0	175	0
ხილის ფაფა "აგუშა" ვაშლი-მაყვალი-ჟოლო	0.5	0.1	18	85	2.6	weight	0	90	0
ხილის ფაფა "აგუშა" მულტიხილი	0.4	0.1	19	82	2.6	weight	0	90	0
ხილის ფაფა "აგუშა" ვაშლი	0.3	0	20	80	2.6	weight	0	90	0
ჟელიბონი "ჰარიბო" ვარსკვლავების მიქსი	0.2	0.1	83	340	4.5	weight	0	80	0
ხილის ფაფა "აგუშა" ვაშლი-მარწყვი-ჟოლო	0.4	0.1	19	82	2.6	weight	0	90	0
ხილის ფაფა "აგუშა" ვაშლი-ატამი	0.3	0.1	20	80	2.6	weight	0	90	0
საღეჭი რეზინი "ფანი" ხილის	0.5	0.2	88	360	2.95	weight	0	75	0
ხილის ფაფა "აგუშა" მსხალი	0.2	0	19	78	2.6	weight	0	90	0
ხილის ფაფა "აგუშა" ვაშლი-ბანანი-ნამცხვარი	0.3	0.1	19	81	2.6	weight	0	90	0
ხილის ფაფა "აგუშა" ვაშლი-მსხალი-ბანანი-მანგო	0.4	0.1	18	83	2.6	weight	0	90	0
კანფეტი სიურპრიზით "ოკინ" გოგოსთვის	15	10	75	450	9.9	package_pieces	0	1	0
კანფეტი სიურპრიზით "ოკინ" ბიჭისთვის	15	10	75	450	9.9	package_pieces	0	1	0
ზეფირი "ბებეტო" ფერების მიქსი	1.5	0.8	85	375	2.5	weight	0	30	0
ზეფირი "ბებეტო" ცისარტყელა	1.2	0.7	86	370	3.95	weight	0	60	0
შოკოლადის კვერცხი სიურპიზით "ქინდერი" ჯოი	36	23	50	570	4.2	weight	50	20	0
ზეფირი "ბებეტო" როლერი	1.8	1	84	380	3.95	weight	0	60	0
საღეჭი რეზინი "დიროლი" საზამთროს და ნესვის კოქტეილი	0.3	0.1	86	350	1.4	weight	0	13.2	0
საღეჭი რეზინი "დიროლი" საზამთრო	0.2	0.1	87	355	1.4	weight	0	13.6	0
საღეჭი რეზინი "დიროლი" პიტნის გამყინვარება	0.2	0.1	86	350	1.4	weight	0	13.6	0
საღეჭი რეზინი "დიროლი" ალუბლისა და მარწყვის არომატით	0.3	0.1	87	355	1.4	weight	0	13.6	0
საღეჭი რეზინი "დიროლი" XXL ხილის მიქსი	0.4	0.2	88	360	1.95	weight	0	19	0
საღეჭი რეზინი "დიროლი" პიტნა	0.2	0.1	86	350	1.4	weight	0	13.6	0
საღეჭი რეზინი "დიროლი" შავი პიტნის გემოთი	0.3	0.1	87	355	1.4	weight	0	13.6	0
